0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11392405063291139,0.9058823529411765,0.9183673469387754,0.9375,-1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.7294117647058824,0.7193877551020408,0.875,-1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.9176470588235294,0.8469387755102041,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620253164556962,0.8470588235294118,0.6265306122448979,0.9375,-1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.6000000000000001,0.5499999999999999,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.8823529411764707,0.8306122448979592,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24050632911392406,0.49411764705882355,0.6357142857142857,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.5176470588235295,0.5989795918367347,0.96875,-1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19831223628691982,0.5882352941176471,0.5816326530612245,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.6941176470588236,0.6153061224489795,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.5882352941176471,0.6132653061224489,0.96875,-1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.6470588235294118,0.5357142857142857,0.96875,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.5647058823529412,0.48979591836734687,0.9375,-1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.6705882352941177,0.5806122448979592,0.96875,-1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.25882352941176473,0.39591836734693875,0.46875,-1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.5176470588235295,0.49795918367346936,0.84375,-1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.7647058823529411,0.6469387755102041,0.9375,-1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620253164556962,0.6941176470588236,0.5928571428571427,0.96875,-1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.6352941176470589,0.5775510204081632,0.96875,-1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07172995780590717,0.8117647058823528,0.7622448979591836,0.9375,-1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.19999999999999998,0.5112244897959183,1.0,-1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721518987341772,0.5882352941176471,0.5704081632653061,0.96875,-1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4936708860759494,0.388235294117647,0.5326530612244897,0.96875,-1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.24050632911392406,0.611764705882353,0.6663265306122449,0.90625,-1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.43037974683544306,0.7647058823529411,0.7142857142857142,0.96875,-1
