0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.7058823529411765,0.589010989010989,0.9583333333333334,0.02959953569355775
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.8,0.7406593406593407,0.8333333333333334,0.1033081834010447
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.7529411764705882,0.5483516483516484,0.8958333333333334,0.07603017991874637
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010836343428730202,0.6352941176470589,0.6186813186813187,0.9166666666666666,0.017991874637260593
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.024729091414281746,0.9058823529411766,0.8681318681318682,0.75,0.06035983749274521
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0.8235294117647058,0.6626373626373627,0.875,0.022054556006964595
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010836343428730202,0.6352941176470589,0.643956043956044,1.0,0.004062681369704005
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024729091414281746,0.8941176470588235,0.6912087912087912,0.7291666666666666,0.0412071967498549
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021950541817171435,0.9411764705882353,0.7164835164835165,0.7708333333333334,0.07777132907719095
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03862183939983329,0.8117647058823529,0.689010989010989,0.8958333333333334,0.017991874637260593
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0.7882352941176469,0.5340659340659342,0.8958333333333334,0.012188044109112013
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.6352941176470589,0.5164835164835165,0.9791666666666666,0.02379570516540917
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024729091414281746,0.7529411764705882,0.732967032967033,0.8333333333333334,0.030760301799187463
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0.7882352941176469,0.6153846153846154,0.6041666666666666,0.05571677307022635
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.7411764705882353,0.6307692307692309,0.9166666666666666,0.02901915264074289
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.024729091414281746,0.6705882352941176,0.634065934065934,0.7708333333333334,0.08009286128845038
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03584328980272298,0.7647058823529411,0.6208791208791209,0.9791666666666666,0.01567034242600116
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012225618227285358,0.5882352941176471,0.6593406593406593,1.0,0.003482298316889147
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024729091414281746,0.7294117647058823,0.6747252747252748,0.8541666666666666,0.08067324434126523
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010836343428730202,0.7529411764705882,0.5868131868131868,0.9583333333333334,0.008705745792222866
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035009724923589884,0.6705882352941176,0.4868131868131868,1.0,0.011027278003482298
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.010836343428730202,0.6941176470588236,0.6615384615384615,0.9375,0.013348810214741729
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024729091414281746,0.7647058823529411,0.6208791208791209,0.7083333333333334,0.04526987811955891
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013614893025840511,0.8705882352941177,0.7263736263736265,0.9583333333333334,0.004062681369704005
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.7176470588235294,0.7186813186813187,0.9583333333333334,0.025536854323853744
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.7176470588235294,0.7131868131868132,0.9375,0.02901915264074289
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.6823529411764707,0.7362637362637363,1.0,0.0046430644225188625
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.5764705882352942,0.6131868131868132,0.8541666666666666,0.006964596633778294
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.6705882352941176,0.6571428571428573,0.9791666666666666,0.01567034242600116
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.5882352941176471,0.6604395604395604,0.6875,0.1735345327916425
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018616282300639067,0.7529411764705882,0.7428571428571429,0.875,0.017411491584445733
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015004167824395665,0.7882352941176469,0.7417582417582418,0.9791666666666666,0.009866511897852582
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03306474020561267,0.6470588235294118,0.6065934065934065,0.9375,0.03946604759141033
